round,playerId,mapX,mapY,value,numberStars,score
1,P10,3,3,22,4,22
1,P07,11,4,3,5,3
1,P09,0,0,6,0,6
1,P10,5,6,4,1,4
1,P09,1,0,0,0,0
1,P07,2,8,2,5,2
1,P10,9,3,53,5,53
1,P08,11,2,2,1,2
1,P09,2,0,85,5,85
1,P07,12,12,1,5,1
1,P08,2,8,2,1,2
1,P06,0,0,6,5,6
1,P08,1,4,3,1,3
1,P06,14,0,1,5,1
1,P06,14,14,5,5,5
2,P09,2,0,85,5,85
2,P06,7,6,44,5,44
2,P07,4,13,3,5,3
2,P08,9,3,53,2,53
2,P09,9,3,53,4,53
2,P06,7,8,1,5,1
2,P10,9,3,53,5,53
2,P08,5,10,1,1,1
2,P06,7,4,2,1,2
2,P09,11,4,3,0,3
2,P07,9,3,53,1,53
2,P10,14,0,1,1,1
2,P08,2,8,2,1,2
2,P10,3,3,22,3,22
2,P07,2,0,85,1,85
3,P06,0,14,2,5,2
3,P09,14,0,1,0,1
3,P10,9,3,53,5,53
3,P07,2,0,85,0,85
3,P06,8,11,2,2,2
3,P09,2,0,85,5,85
3,P06,10,9,3,3,3
3,P10,2,0,85,5,85
3,P07,9,3,53,0,53
3,P08,2,0,85,1,85
3,P07,12,12,1,0,1
3,P10,2,8,2,1,2
3,P09,9,3,53,5,53
3,P08,12,8,2,1,2
3,P08,8,11,2,5,2
4,P08,2,0,85,0,85
4,P09,2,0,85,5,85
4,P10,2,0,85,1,85
4,P06,7,7,1,1,1
4,P07,14,0,1,5,1
4,P09,9,3,53,5,53
4,P08,9,3,53,0,53
4,P10,9,3,53,2,53
4,P06,8,0,4,4,4
4,P09,3,6,0,0,0
4,P07,2,0,85,0,85
4,P08,9,7,7,4,7
4,P06,5,1,1,1,1
4,P10,3,10,7,1,7
4,P07,9,3,53,0,53
5,P09,2,0,85,5,85
5,P10,2,0,85,2,85
5,P08,1,6,0,1,0
5,P06,1,1,1,1,1
5,P09,9,3,53,5,53
5,P07,1,12,6,5,6
5,P10,9,3,53,2,53
5,P06,1,2,3,3,3
5,P07,2,0,85,0,85
5,P10,8,11,2,1,2
5,P09,0,10,71,5,71
5,P08,2,0,85,0,85
5,P07,9,3,53,0,53
5,P08,13,7,3,1,3
5,P06,3,6,0,4,0
6,P09,2,0,85,5,85
6,P10,2,0,85,1,85
6,P07,2,0,85,0,85
6,P08,2,0,85,0,85
6,P09,9,3,53,5,53
6,P06,0,8,0,0,0
6,P07,2,8,2,5,2
6,P09,0,10,71,5,71
6,P06,0,4,0,5,0
6,P10,3,3,22,1,22
6,P08,5,4,1,2,1
6,P10,9,3,53,1,53
6,P07,8,11,2,0,2
6,P08,11,1,2,0,2
6,P06,5,4,1,1,1
7,P09,2,0,85,5,85
7,P10,2,0,85,1,85
7,P08,2,0,85,0,85
7,P07,14,14,5,5,5
7,P09,9,3,53,5,53
7,P10,3,3,22,1,22
7,P08,1,10,1,0,1
7,P06,0,7,2,2,2
7,P10,9,3,53,1,53
7,P07,9,14,3,0,3
7,P09,0,10,71,5,71
7,P08,0,10,71,0,71
7,P06,4,8,3,4,3
7,P07,2,0,85,0,85
7,P06,4,7,2,4,2
8,P10,2,0,85,1,85
8,P09,2,0,85,5,85
8,P07,2,0,85,0,85
8,P10,3,3,22,1,22
8,P09,9,3,53,5,53
8,P06,6,6,2,1,2
8,P08,2,8,2,3,2
8,P10,9,3,53,1,53
8,P09,0,10,71,5,71
8,P08,0,10,71,0,71
8,P07,0,10,71,0,71
8,P06,9,13,3,3,3
8,P08,2,0,85,0,85
8,P07,2,8,2,5,2
8,P06,6,11,4,1,4
9,P10,2,0,85,1,85
9,P09,2,0,85,5,85
9,P07,0,10,71,0,71
9,P08,13,5,46,0,46
9,P10,9,3,53,1,53
9,P09,9,3,53,5,53
9,P06,0,12,3,2,3
9,P07,2,0,85,0,85
9,P08,2,0,85,0,85
9,P10,2,8,2,1,2
9,P09,0,9,2,0,2
9,P07,9,3,53,0,53
9,P06,1,8,0,2,0
9,P08,3,10,7,0,7
9,P06,1,3,2,1,2
10,P09,2,0,85,5,85
10,P07,12,5,2,0,2
10,P10,2,0,85,1,85
10,P09,9,3,53,5,53
10,P06,14,1,2,2,2
10,P08,13,5,46,2,46
10,P06,14,2,1,3,1
10,P09,0,10,71,5,71
10,P08,2,0,85,0,85
10,P10,9,3,53,1,53
10,P07,4,4,44,0,44
10,P06,14,3,8,4,8
10,P08,2,8,2,0,2
10,P07,0,10,71,0,71
10,P10,7,9,2,1,2
11,P10,2,0,85,1,85
11,P06,5,14,6,4,6
11,P07,2,6,0,5,0
11,P10,9,3,53,1,53
11,P09,2,0,85,5,85
11,P08,13,3,3,0,3
11,P06,7,14,1,5,1
11,P10,3,3,22,1,22
11,P07,2,0,85,0,85
11,P09,9,3,53,5,53
11,P08,13,5,46,0,46
11,P06,9,14,3,1,3
11,P07,0,10,71,0,71
11,P09,0,10,71,5,71
11,P08,2,0,85,0,85
12,P10,2,0,85,1,85
12,P06,7,5,86,5,86
12,P08,12,12,1,0,1
12,P09,2,0,85,5,85
12,P10,9,3,53,1,53
