round,playerId,mapX,mapY,value,numberStars,score
1,P02_R2_collaborator,0,10,4,0,4
1,P02_R2_collaborator,5,6,7,0,7
1,P02_R2_collaborator,2,0,3,5,3
1,P05_R2_collaborator,0,9,2,4,2
1,P05_R2_collaborator,0,2,53,1,53
1,P05_R2_collaborator,13,10,84,4,84
1,P04_R2_collaborator,2,9,2,2,2
1,P04_R2_collaborator,2,5,1,2,1
1,P04_R2_collaborator,6,4,3,0,3
1,P03_R2_collaborator,3,2,2,0,2
1,P03_R2_collaborator,0,10,4,0,4
1,P03_R2_collaborator,1,9,2,0,2
1,P01,14,14,2,1,2
1,P01,0,0,2,1,2
1,P01,0,14,4,1,4
2,P02_R2_collaborator,9,11,3,4,3
2,P02_R2_collaborator,0,8,3,0,3
2,P02_R2_collaborator,13,10,84,5,84
2,P05_R2_collaborator,10,1,2,4,2
2,P05_R2_collaborator,0,2,53,5,53
2,P05_R2_collaborator,13,10,84,5,84
2,P04_R2_collaborator,2,0,3,0,3
2,P04_R2_collaborator,3,1,2,0,2
2,P04_R2_collaborator,5,3,2,0,2
2,P03_R2_collaborator,9,10,3,0,3
2,P03_R2_collaborator,4,8,85,2,85
2,P03_R2_collaborator,7,11,3,1,3
2,P01,0,1,86,0,86
2,P01,0,13,9,1,9
2,P01,0,12,1,1,1
3,P02_R2_collaborator,13,7,1,0,1
3,P02_R2_collaborator,0,2,53,2,53
3,P02_R2_collaborator,13,10,84,5,84
3,P05_R2_collaborator,0,9,2,0,2
3,P05_R2_collaborator,8,4,3,3,3
3,P05_R2_collaborator,13,10,84,5,84
3,P04_R2_collaborator,2,5,1,0,1
3,P04_R2_collaborator,0,2,53,4,53
3,P04_R2_collaborator,13,5,3,0,3
3,P03_R2_collaborator,10,3,2,0,2
3,P03_R2_collaborator,2,5,1,0,1
3,P03_R2_collaborator,4,8,85,5,85
3,P01,0,1,86,0,86
3,P01,14,0,4,1,4
3,P01,6,0,72,0,72
4,P02_R2_collaborator,1,7,2,0,2
4,P02_R2_collaborator,0,2,53,2,53
4,P02_R2_collaborator,13,10,84,3,84
4,P05_R2_collaborator,0,3,3,0,3
4,P05_R2_collaborator,4,0,12,4,12
4,P05_R2_collaborator,13,10,84,5,84
4,P04_R2_collaborator,1,13,0,0,0
4,P04_R2_collaborator,10,11,3,0,3
4,P04_R2_collaborator,13,10,84,4,84
4,P03_R2_collaborator,8,1,1,0,1
4,P03_R2_collaborator,0,2,53,5,53
4,P03_R2_collaborator,4,8,85,4,85
4,P01,6,0,72,0,72
4,P01,0,1,86,0,86
4,P01,6,9,11,5,11
5,P02_R2_collaborator,2,3,0,0,0
5,P02_R2_collaborator,0,2,53,5,53
5,P02_R2_collaborator,6,13,14,3,14
5,P05_R2_collaborator,0,14,4,0,4
5,P05_R2_collaborator,12,4,3,0,3
5,P05_R2_collaborator,13,10,84,5,84
5,P04_R2_collaborator,6,9,11,2,11
5,P04_R2_collaborator,10,11,3,5,3
5,P04_R2_collaborator,13,10,84,5,84
5,P03_R2_collaborator,9,7,2,0,2
5,P03_R2_collaborator,14,4,1,0,1
5,P03_R2_collaborator,4,8,85,5,85
5,P01,0,1,86,0,86
5,P01,6,0,72,0,72
5,P01,11,14,6,1,6
6,P02_R2_collaborator,4,11,6,0,6
6,P02_R2_collaborator,3,3,4,0,4
6,P02_R2_collaborator,0,2,53,5,53
6,P05_R2_collaborator,10,5,2,2,2
6,P05_R2_collaborator,14,4,1,0,1
6,P05_R2_collaborator,13,10,84,5,84
6,P04_R2_collaborator,10,5,2,0,2
6,P04_R2_collaborator,7,4,0,2,0
6,P04_R2_collaborator,13,10,84,5,84
6,P03_R2_collaborator,13,1,1,0,1
6,P03_R2_collaborator,7,12,72,5,72
6,P03_R2_collaborator,4,8,85,5,85
6,P01,0,1,86,0,86
6,P01,6,0,72,0,72
6,P01,6,14,1,5,1
7,P02_R2_collaborator,13,10,84,5,84
7,P02_R2_collaborator,8,3,2,0,2
7,P02_R2_collaborator,0,2,53,5,53
7,P05_R2_collaborator,9,4,7,0,7
7,P05_R2_collaborator,11,4,4,0,4
7,P05_R2_collaborator,13,10,84,5,84
7,P04_R2_collaborator,0,3,3,0,3
7,P04_R2_collaborator,2,10,1,0,1
7,P04_R2_collaborator,13,10,84,5,84
7,P03_R2_collaborator,13,10,84,5,84
7,P03_R2_collaborator,7,12,72,5,72
7,P03_R2_collaborator,4,8,85,5,85
7,P01,0,1,86,0,86
7,P01,6,0,72,0,72
7,P01,7,9,2,5,2
8,P02_R2_collaborator,4,8,85,5,85
8,P02_R2_collaborator,0,2,53,4,53
8,P02_R2_collaborator,13,10,84,5,84
8,P05_R2_collaborator,0,0,2,3,2
8,P05_R2_collaborator,9,14,1,0,1
8,P05_R2_collaborator,13,10,84,5,84
8,P04_R2_collaborator,4,8,85,5,85
8,P04_R2_collaborator,14,11,7,0,7
8,P04_R2_collaborator,2,6,3,0,3
8,P03_R2_collaborator,7,12,72,5,72
8,P03_R2_collaborator,13,10,84,5,84
8,P03_R2_collaborator,4,8,85,5,85
8,P01,0,1,86,0,86
8,P01,6,0,72,0,72
8,P01,3,12,24,5,24
9,P02_R2_collaborator,0,2,53,5,53
9,P02_R2_collaborator,13,10,84,5,84
9,P02_R2_collaborator,4,8,85,5,85
9,P05_R2_collaborator,2,14,3,2,3
9,P05_R2_collaborator,8,7,51,2,51
9,P05_R2_collaborator,13,10,84,5,84
9,P04_R2_collaborator,0,14,4,0,4
9,P04_R2_collaborator,7,1,3,0,3
9,P04_R2_collaborator,4,8,85,5,85
9,P03_R2_collaborator,7,12,72,5,72
9,P03_R2_collaborator,13,10,84,5,84
9,P03_R2_collaborator,4,8,85,5,85
9,P01,0,1,86,0,86
9,P01,6,0,72,0,72
9,P01,12,8,2,5,2
10,P02_R2_collaborator,0,2,53,5,53
10,P02_R2_collaborator,13,10,84,5,84
10,P02_R2_collaborator,4,8,85,5,85
