round,playerId,mapX,mapY,value,numberStars,score
1,P03_R2_defector,14,12,2,0,2
1,P03_R2_defector,2,0,21,5,21
1,P03_R2_defector,7,9,2,5,2
1,P01_R2_defector,7,4,2,0,2
1,P01_R2_defector,9,9,53,1,53
1,P01_R2_defector,5,11,2,0,2
1,P04_R2_defector,0,7,1,2,1
1,P04_R2_defector,6,1,3,5,3
1,P04_R2_defector,3,5,19,5,19
1,P05_R2_defector,3,10,0,0,0
1,P05_R2_defector,1,2,2,5,2
1,P05_R2_defector,10,3,7,5,7
1,P02,7,0,1,0,1
1,P02,10,0,3,0,3
1,P02,9,0,7,1,7
2,P03_R2_defector,13,0,3,5,3
2,P03_R2_defector,5,6,1,5,1
2,P03_R2_defector,14,3,3,5,3
2,P01_R2_defector,12,10,0,1,0
2,P01_R2_defector,4,9,5,1,5
2,P01_R2_defector,9,9,53,4,53
2,P04_R2_defector,14,7,0,5,0
2,P04_R2_defector,7,9,2,0,2
2,P04_R2_defector,7,10,0,5,0
2,P05_R2_defector,13,10,0,3,0
2,P05_R2_defector,7,12,6,5,6
2,P05_R2_defector,2,0,21,0,21
2,P02,7,5,1,1,1
2,P02,9,7,2,0,2
2,P02,11,8,2,1,2
3,P03_R2_defector,5,4,1,0,1
3,P03_R2_defector,7,4,2,5,2
3,P03_R2_defector,12,1,6,5,6
3,P01_R2_defector,4,5,1,5,1
3,P01_R2_defector,14,7,0,0,0
3,P01_R2_defector,13,10,0,1,0
3,P04_R2_defector,2,12,3,3,3
3,P04_R2_defector,1,11,20,0,20
3,P04_R2_defector,1,2,2,3,2
3,P05_R2_defector,0,0,3,5,3
3,P05_R2_defector,11,8,2,5,2
3,P05_R2_defector,10,3,7,5,7
3,P02,10,3,7,0,7
3,P02,6,1,3,2,3
3,P02,2,0,21,4,21
4,P03_R2_defector,0,10,2,0,2
4,P03_R2_defector,1,2,2,0,2
4,P03_R2_defector,4,8,3,0,3
4,P01_R2_defector,12,1,6,5,6
4,P01_R2_defector,2,0,21,2,21
4,P01_R2_defector,8,14,4,5,4
4,P04_R2_defector,12,4,45,0,45
4,P04_R2_defector,10,10,2,5,2
4,P04_R2_defector,13,6,44,0,44
4,P05_R2_defector,7,11,7,5,7
4,P05_R2_defector,5,13,2,1,2
4,P05_R2_defector,2,12,3,0,3
4,P02,2,0,21,1,21
4,P02,1,2,2,1,2
4,P02,4,5,1,1,1
5,P03_R2_defector,3,2,3,5,3
5,P03_R2_defector,0,7,1,3,1
5,P03_R2_defector,11,3,72,1,72
5,P01_R2_defector,7,0,1,2,1
5,P01_R2_defector,1,13,72,0,72
5,P01_R2_defector,6,14,2,5,2
5,P04_R2_defector,6,14,2,5,2
5,P04_R2_defector,1,5,6,5,6
5,P04_R2_defector,12,4,45,4,45
5,P05_R2_defector,4,7,9,5,9
5,P05_R2_defector,5,2,44,0,44
5,P05_R2_defector,3,14,0,1,0
5,P02,2,0,21,1,21
5,P02,7,6,2,0,2
5,P02,6,6,0,2,0
6,P03_R2_defector,12,7,2,5,2
6,P03_R2_defector,8,14,4,0,4
6,P03_R2_defector,11,3,72,0,72
6,P01_R2_defector,8,13,51,0,51
6,P01_R2_defector,6,8,2,2,2
6,P01_R2_defector,1,13,72,0,72
6,P04_R2_defector,7,9,2,5,2
6,P04_R2_defector,6,1,3,0,3
6,P04_R2_defector,12,11,1,5,1
