round,playerId,mapX,mapY,value,numberStars,score
1,P03,0,0,2,1,2
1,P03,14,0,2,1,2
1,P03,14,14,24,2,24
2,P03,0,14,1,1,1
2,P03,0,6,21,2,21
2,P03,13,6,5,1,5
3,P03,7,0,3,1,3
3,P03,7,6,1,1,1
3,P03,7,14,4,1,4
4,P03,3,9,3,1,3
4,P03,3,2,0,0,0
4,P03,12,2,2,4,2
5,P03,11,11,2,1,2
5,P03,12,8,0,1,0
5,P03,1,0,1,1,1
6,P03,2,0,51,5,51
6,P03,3,0,3,1,3
6,P03,13,14,2,1,2
7,P03,12,14,6,1,6
7,P03,1,14,2,1,2
7,P03,2,14,1,1,1
8,P03,0,7,20,1,20
8,P03,0,5,1,1,1
8,P03,4,3,2,1,2
9,P03,4,7,1,1,1
9,P03,9,10,28,2,28
9,P03,1,12,1,1,1
10,P03,10,4,4,1,4
10,P03,1,2,3,1,3
10,P03,10,1,11,1,11
11,P03,14,4,1,1,1
11,P03,13,12,2,1,2
11,P03,5,11,86,5,86
12,P03,5,11,86,5,86
12,P03,10,6,2,1,2
12,P03,2,5,3,1,3
13,P03,0,10,3,1,3
13,P03,5,0,1,1,1
13,P03,6,3,3,1,3
14,P03,2,3,13,1,13
14,P03,3,4,24,1,24
14,P03,5,11,86,5,86
15,P03,10,7,3,1,3
15,P03,10,13,8,1,8
15,P03,5,11,86,5,86
16,P03,4,14,0,0,0
16,P03,2,10,0,0,0
16,P03,5,11,86,5,86
17,P03,14,9,3,1,3
17,P03,6,8,1,1,1
17,P03,8,2,2,1,2
18,P03,5,11,86,5,86
18,P03,9,14,2,1,2
18,P03,8,7,1,1,1
19,P03,5,11,86,5,86
19,P03,9,2,4,1,4
19,P03,2,0,51,5,51
20,P03,5,11,86,5,86
20,P03,2,0,51,5,51
20,P03,3,12,4,1,4
